code,name,vaccine,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
FSM,Micronesia (Federated States of),MCV1,74,94,91,91,92,80,86,86,92,83,96,85,91,,84,85,79,82,74,,90,83,80,,76,81,94,84,69,,,,,,,
MCO,Monaco,MCV1,,,,,,,,,,,,,,85,,,99,,,,,,,,98,99,99,99,,,,,,,,
MNG,Mongolia,MCV1,98,98,97,99,98,97,94,97,98,99,97,99,98,98,95,92,93,93,91,89,85,80,84,84,82,92,86,70,61,11,18,20,1,,,17
MNE,Montenegro,MCV1,64,76,88,90,91,90,86,89,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,MCV1,99,99,99,99,99,98,98,96,95,95,97,95,90,94,96,93,90,91,92,93,88,87,83,81,80,79,82,81,73,48,45,42,35,17,,
MOZ,Mozambique,MCV1,85,87,85,82,82,70,67,85,75,98,75,60,96,94,92,97,90,87,70,67,71,65,62,56,55,59,58,44,37,39,39,50,51,58,32,
MMR,Myanmar,MCV1,84,88,86,84,88,88,87,82,81,78,72,78,75,75,78,84,85,89,88,86,82,77,88,84,85,68,50,32,17,5,,,,,,
NAM,Namibia,MCV1,85,83,82,76,74,75,76,73,69,63,73,70,70,68,58,69,65,64,59,61,68,70,71,76,71,57,77,,,,,,,,,
NRU,Nauru,MCV1,98,65,,96,99,99,99,99,99,99,80,87,,40,95,8,,90,99,,,,,,,,,,,,,,,,,
NPL,Nepal,MCV1,85,88,88,86,88,86,90,79,81,85,74,73,75,71,71,77,81,73,85,80,71,61,61,64,64,68,57,58,37,37,34,24,11,2,2,
NLD,Netherlands (the),MCV1,95,96,96,96,96,96,96,96,96,96,95,96,96,95,95,96,96,96,96,96,94,94,94,95,94,94,94,94,93,93,92,92,93,92,91,91
NZL,New Zealand,MCV1,93,93,92,92,93,91,89,86,79,82,82,,,,85,85,83,81,99,,84,87,,82,82,90,,,67,60,,,71,,,80
NIC,Nicaragua,MCV1,99,99,99,99,99,99,99,99,99,99,96,84,93,98,99,99,97,99,94,90,81,99,99,99,99,99,63,99,86,98,99,94,84,82,20,15
NER,Niger (the),MCV1,89,88,92,91,94,89,87,80,67,99,83,74,64,47,53,27,28,31,42,58,45,27,20,42,46,38,14,12,,,,,,,19,
NGA,Nigeria,MCV1,71,73,73,78,93,85,81,68,86,99,38,40,,,,30,,26,38,38,44,50,34,43,57,48,31,42,24,17,9,17,,,55,
NIU,Niue,MCV1,99,,99,99,99,99,99,99,99,99,99,99,,99,99,99,99,,99,99,34,,99,,99,,99,94,94,,52,52,,,,77
NOR,Norway,MCV1,95,94,93,94,93,93,99,93,92,99,90,89,86,87,90,88,,,93,92,92,94,93,96,94,87,84,87,87,87,90,80,80,,,
OMN,Oman,MCV1,99,99,99,99,99,99,99,99,97,96,98,98,98,99,99,99,99,98,98,98,98,97,95,96,96,98,94,87,86,79,65,53,34,24,10,22
PAK,Pakistan,MCV1,75,65,61,88,88,86,80,85,80,80,78,67,61,63,75,75,81,76,74,78,56,64,71,76,77,76,64,55,52,41,23,33,19,3,2,1
PLW,Palau,MCV1,95,83,99,91,85,39,75,97,91,98,98,99,,99,,83,96,74,83,99,99,41,32,94,98,,98,99,98,98,,,,,,
PAN,Panama,MCV1,99,90,92,98,97,99,85,99,84,95,99,99,95,99,95,97,90,96,92,90,84,84,83,76,80,73,73,73,78,74,83,72,85,64,76,71
PNG,Papua New Guinea,MCV1,60,65,70,67,60,59,58,54,58,65,,60,63,61,56,62,62,61,50,24,42,36,28,89,73,66,52,46,37,39,54,26,1,,,
PRY,Paraguay,MCV1,66,72,75,74,76,77,71,77,80,88,90,89,91,86,90,92,74,99,61,82,75,76,96,87,75,71,53,63,56,46,48,62,37,27,16,19
PER,Peru,MCV1,92,89,85,94,96,94,91,90,95,99,80,89,95,95,97,,92,93,91,87,99,75,76,83,60,64,52,52,56,41,53,35,28,32,26,23
PHL,Philippines (the),MCV1,82,79,87,87,87,80,88,92,92,92,92,92,87,82,81,80,,87,90,90,83,87,88,90,88,85,83,77,67,51,49,44,27,9,,
POL,Poland,MCV1,96,97,98,98,98,98,98,98,98,99,98,97,97,98,97,97,97,97,97,97,96,96,95,95,94,95,95,95,94,92,92,94,94,93,93,92
PRT,Portugal,MCV1,98,98,98,97,97,96,95,97,95,97,93,95,96,92,,87,,96,96,99,94,91,95,99,96,85,96,84,81,75,70,48,48,46,49,54
QAT,Qatar,MCV1,99,99,99,97,99,99,99,,92,99,99,99,93,99,92,91,87,89,87,90,87,86,86,86,84,79,79,73,60,62,62,62,69,22,10,26
KOR,Republic of Korea (the),MCV1,98,99,99,99,99,98,93,92,92,99,99,99,96,97,66,95,,85,85,,93,92,,,,93,95,70,82,89,89,,,5,5,4
MDA,Republic of Moldova (the),MCV1,89,90,91,91,91,97,91,95,96,96,97,96,96,94,94,89,93,93,95,90,91,85,64,73,93,94,94,93,95,96,98,95,89,83,78,94
ROU,Romania,MCV1,86,89,92,94,93,95,,,97,95,97,97,97,98,98,98,98,97,97,94,93,91,93,91,92,92,90,78,90,81,88,,83,,,
RUS,Russian Federation (the),MCV1,98,98,98,98,98,98,99,99,99,99,99,98,98,98,97,97,97,94,91,89,85,81,88,83,79,81,82,89,92,76,,,,,,
RWA,Rwanda,MCV1,99,97,99,99,95,99,99,92,99,95,89,84,90,69,69,57,78,,66,76,88,,74,81,89,55,58,69,74,63,52,,,,42,
KNA,Saint Kitts and Nevis,MCV1,95,93,99,95,99,99,99,99,99,99,99,98,98,99,90,99,99,99,97,99,99,99,99,99,99,99,90,77,91,96,91,85,,,,
LCA,Saint Lucia,MCV1,97,99,99,99,91,95,99,99,94,94,94,95,90,98,89,88,95,90,95,95,94,92,94,75,97,82,91,83,81,91,68,60,36,43,,
VCT,Saint Vincent and the Grenadines,MCV1,99,99,99,94,99,99,99,99,99,99,97,99,94,99,98,96,87,99,99,99,99,99,99,99,99,96,99,97,91,88,74,92,59,40,,
WSM,Samoa,MCV1,78,91,99,85,67,61,49,45,63,54,57,25,,99,92,93,91,99,99,96,96,94,,90,77,89,82,75,78,91,81,83,78,59,,
SMR,San Marino,MCV1,53,57,74,87,83,68,93,73,92,94,94,98,91,,,74,99,,,,,,96,99,99,,,,,,,,,,,
STP,Sao Tome and Principe,MCV1,93,92,91,92,91,93,90,93,86,85,88,91,87,85,75,69,,59,60,57,74,,57,52,77,71,45,69,69,58,35,48,,,25,
SAU,Saudi Arabia,MCV1,98,98,98,98,98,98,98,97,96,95,97,97,96,97,94,94,92,93,92,92,94,93,91,88,95,88,90,81,77,77,79,71,65,53,12,8
SEN,Senegal,MCV1,80,80,84,82,82,60,79,77,84,80,74,57,60,54,48,48,60,62,65,70,80,50,46,43,46,57,68,51,,,40,,,,,
SRB,Serbia,MCV1,87,86,92,87,93,95,95,92,95,88,96,89,87,92,91,89,84,,92,90,86,81,85,82,76,83,90,93,92,92,91,90,95,,95,
SYC,Seychelles,MCV1,98,99,97,98,99,99,97,99,99,99,99,99,99,98,95,,99,93,99,98,97,92,,92,,86,,89,99,95,90,77,,,29,
SLE,Sierra Leone,MCV1,78,80,85,88,75,70,93,88,82,95,67,64,73,62,50,43,40,68,28,79,43,44,67,61,54,75,,33,,,,66,49,23,28,36
SGP,Singapore,MCV1,95,95,95,95,95,95,95,95,95,93,96,95,93,94,95,96,97,96,98,97,97,95,87,89,92,84,81,87,94,85,75,85,88,78,57,47
SVK,Slovakia,MCV1,95,97,98,99,98,99,99,99,99,98,98,99,99,99,99,98,99,99,99,99,99,99,96,96,98,99,,,,,,,,,,
SVN,Slovenia,MCV1,94,94,94,95,96,95,95,96,96,96,94,94,94,93,94,95,98,93,82,93,93,91,90,90,81,90,91,91,91,89,89,90,87,83,87,85
SLB,Solomon Islands,MCV1,75,76,76,85,73,68,60,60,78,84,70,72,70,67,78,,96,64,68,90,68,60,64,,76,70,92,69,58,31,,,,,,
SOM,Somalia,MCV1,41,70,29,49,79,68,65,34,35,36,35,40,40,45,16,16,26,47,25,,,,,,,,30,33,29,25,34,16,6,4,2,9
ZAF,South Africa,MCV1,97,92,87,89,89,85,91,88,84,86,83,62,83,78,72,95,82,82,76,76,76,,77,85,85,79,84,68,75,64,70,70,74,,,
SSD,South Sudan,MCV1,70,52,55,70,64,99,99,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,MCV1,96,96,95,97,97,95,98,98,97,97,97,97,98,97,96,94,95,93,93,90,90,90,90,83,85,99,97,84,85,83,79,68,40,27,8,
LKA,Sri Lanka,MCV1,99,99,99,99,99,99,97,98,98,99,99,96,99,99,99,99,95,94,94,89,87,84,86,82,79,80,76,68,60,45,20,3,,,,
SDN,Sudan (the),MCV1,87,86,85,85,87,86,83,80,80,76,73,72,70,62,80,60,79,62,92,75,72,76,49,52,57,57,34,34,22,11,6,3,2,1,1,
SUR,Suriname,MCV1,94,85,93,73,85,99,88,86,85,83,91,86,69,73,90,71,85,82,79,87,83,72,61,61,84,65,73,83,70,78,73,75,71,17,39,1
SWZ,Swaziland,MCV1,89,97,97,88,98,94,72,69,58,57,60,70,94,72,72,80,82,82,92,82,94,94,85,85,80,85,85,85,69,74,54,50,46,62,67,7
SWE,Sweden,MCV1,98,97,97,97,96,97,97,99,96,97,96,96,95,95,94,91,89,94,96,96,97,97,97,96,96,96,95,95,94,94,94,94,93,91,92,88
CHE,Switzerland,MCV1,94,93,93,93,93,99,92,92,87,87,87,82,82,82,82,82,82,81,83,83,83,83,83,83,83,90,90,70,,70,,,,,,
SYR,Syrian Arab Republic (the),MCV1,70,71,83,78,97,99,99,98,98,98,98,98,98,98,93,96,97,97,93,95,90,84,86,84,84,87,86,52,37,64,27,23,19,22,14,13
TJK,Tajikistan,MCV1,97,98,92,95,98,94,89,86,85,96,95,98,98,97,97,98,90,94,95,90,81,84,92,79,77,95,68,95,96,99,98,64,98,96,82,86
THA,Thailand,MCV1,99,99,99,98,98,98,98,98,96,96,96,96,96,94,94,94,96,,,92,85,64,69,74,75,70,59,56,52,30,22,5,,,,
MKD,The former Yugoslav Republic of Macedonia,MCV1,89,93,96,96,97,98,96,98,96,94,96,96,96,98,92,97,98,96,98,91,97,88,98,53,93,,,,,,,,,,,
TLS,Timor-Leste,MCV1,95,74,70,73,62,66,70,73,63,61,48,55,60,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,MCV1,85,82,72,72,85,84,84,77,80,83,70,70,72,48,33,43,47,34,41,25,39,59,63,64,66,65,56,66,57,,,,,,,
TON,Tonga,MCV1,99,99,99,95,99,99,99,99,99,99,99,99,99,91,93,,97,96,97,95,94,86,87,87,90,86,,81,88,37,81,43,67,44,9,
TTO,Trinidad and Tobago,MCV1,89,96,91,85,92,92,94,91,91,89,93,94,88,87,91,90,88,90,88,88,84,86,87,83,93,71,59,72,68,42,32,10,,,,
TUN,Tunisia,MCV1,98,98,94,96,96,97,98,98,98,98,96,95,90,94,92,85,99,94,92,86,91,87,90,94,82,88,83,83,74,67,65,55,42,43,65,65
TUR,Turkey,MCV1,97,94,98,96,98,97,97,97,96,98,91,81,75,82,90,86,80,79,76,85,65,76,72,74,73,67,67,59,50,34,,,30,64,52,27
TKM,Turkmenistan,MCV1,99,99,99,99,99,99,99,99,99,99,99,97,97,88,98,97,97,99,99,98,92,90,84,76,63,80,,,,,,,,,,
TUV,Tuvalu,MCV1,94,94,96,98,98,85,90,93,95,84,62,97,95,99,99,81,94,96,99,94,94,,64,66,63,95,79,90,65,65,92,71,65,,,
UGA,Uganda,MCV1,94,96,97,82,75,73,81,77,86,89,86,91,83,77,63,61,63,59,64,70,82,79,73,68,74,74,60,49,48,32,17,,,,22,
UKR,Ukraine,MCV1,56,,,79,67,56,,94,97,98,96,99,99,99,99,99,99,96,97,92,97,96,94,90,89,89,,,,,,,,,,
ARE,United Arab Emirates (the),MCV1,99,99,99,99,,94,,,92,92,92,94,94,94,94,94,96,95,95,90,90,90,90,85,82,,78,65,56,67,49,53,51,41,42,34
GBR,United Kingdom of Great Britain and Northern Ireland (the),MCV1,95,93,93,92,90,99,86,86,86,85,82,81,82,85,85,88,88,87,91,92,92,92,92,92,90,89,84,76,76,71,,62,58,55,52,
TZA,United Republic of Tanzania,MCV1,99,99,99,97,95,92,91,88,90,93,91,94,97,89,86,78,72,72,73,78,78,79,77,81,79,80,79,83,78,97,66,55,60,50,51,46
USA,United States of America (the),MCV1,92,92,92,91,92,90,90,92,92,92,92,93,93,91,91,91,92,92,91,91,88,89,84,83,82,,,98,82,97,97,98,98,97,97,86
URY,Uruguay,MCV1,96,96,96,96,95,95,95,95,96,94,95,95,95,95,94,89,99,96,92,89,90,90,90,92,96,97,82,72,88,79,59,66,65,52,95,50
UZB,Uzbekistan,MCV1,99,99,97,99,99,98,95,98,98,98,99,99,99,97,99,99,96,95,96,95,81,71,82,84,84,85,81,90,89,90,92,73,,,,
VUT,Vanuatu,MCV1,76,90,65,94,92,82,80,,65,99,70,,48,44,94,94,94,94,65,61,60,53,74,66,63,66,50,46,34,22,26,18,23,20,,
VEN,Venezuela (Bolivarian Republic of),MCV1,92,89,85,87,86,99,99,99,99,99,99,99,99,99,99,99,99,99,99,64,47,94,62,61,63,62,50,51,54,48,56,41,42,45,43,50
VNM,Viet Nam,MCV1,97,97,98,96,96,98,97,92,83,93,95,97,93,96,98,97,94,96,96,96,95,96,93,90,88,88,76,56,36,39,19,4,3,1,,
YEM,Yemen,MCV1,75,75,78,71,71,73,69,73,74,68,76,76,66,64,73,71,74,66,48,50,53,45,51,46,57,74,48,34,22,15,13,8,6,4,4,2
ZMB,Zambia,MCV1,90,85,80,95,83,97,92,89,97,90,79,81,78,83,,85,72,,69,93,85,89,61,60,89,68,59,66,65,36,,49,,,,
ZWE,Zimbabwe,MCV1,94,92,93,97,92,90,76,70,80,90,85,80,80,60,68,70,79,65,73,77,83,79,72,72,87,76,79,81,80,74,78,62,,,56,
AFG,Afghanistan,MCV1,90,88,82,81,75,62,60,59,55,53,50,48,39,35,37,27,31,31,38,42,,40,25,,19,20,22,34,31,14,14,13,,8,6,11
ALB,Albania,MCV1,,98,99,98,99,99,97,98,97,95,97,96,93,96,95,95,85,89,95,92,91,90,76,87,80,,96,96,96,96,96,96,96,,90,
DZA,Algeria,MCV1,95,95,95,95,95,95,92,88,92,91,83,81,84,81,83,80,83,75,74,75,77,69,69,68,74,53,73,,59,,,,,,17,
AND,Andorra,MCV1,96,96,95,98,99,99,98,98,94,91,94,98,96,98,97,97,97,90,90,,,,,,,,,,,,,,,,,
AGO,Angola,MCV1,80,85,91,97,88,93,77,79,88,48,45,64,62,72,72,,46,80,78,41,65,44,47,21,39,38,43,56,55,60,83,,26,,,
ATG,Antigua and Barbuda,MCV1,99,99,99,98,99,98,99,99,99,99,99,97,99,99,97,95,99,99,93,99,93,91,99,99,87,89,95,95,89,80,69,73,48,,,
ARG,Argentina,MCV1,89,95,94,94,95,99,99,96,94,97,99,99,97,95,89,91,97,99,93,99,99,96,95,92,99,93,89,87,80,87,54,79,67,67,77,61
ARM,Armenia,MCV1,97,97,97,97,97,97,96,94,92,92,94,92,94,60,96,92,92,94,92,89,96,95,95,93,93,95,,,,,,,,,,
AUS,Australia,MCV1,91,93,94,94,94,94,94,94,94,94,94,93,94,93,92,91,88,82,87,87,87,86,86,,,86,85,,68,,68,,68,,,
AUT,Austria,MCV1,,96,,,,,76,83,79,80,75,74,79,78,79,75,65,,90,87,60,60,60,60,60,60,60,60,60,60,40,30,25,25,25,
AZE,Azerbaijan,MCV1,98,98,98,97,98,98,98,97,97,96,98,98,98,97,99,98,99,98,97,96,95,91,80,83,94,82,,,,,,,,,,
BHS,Bahamas (the),MCV1,94,92,92,91,90,94,98,90,96,88,85,89,90,94,94,93,86,92,93,92,90,88,88,94,99,99,87,78,87,85,79,63,66,65,,
BHR,Bahrain,MCV1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,94,99,94,95,95,93,90,87,88,87,85,78,73,60,54,65,59,37,43,63
BGD,Bangladesh,MCV1,90,90,89,89,86,89,88,85,85,84,78,96,69,65,64,61,61,72,97,96,96,95,87,92,83,82,53,13,6,3,1,1,1,1,,
BRB,Barbados,MCV1,96,95,87,90,93,85,94,94,75,92,93,98,90,91,93,94,86,97,92,99,92,97,92,90,92,87,85,84,85,84,88,84,55,53,,41
BLR,Belarus,MCV1,99,99,99,98,99,99,99,99,99,97,99,99,99,99,99,98,98,98,97,96,93,97,96,94,95,96,97,96,61,57,56,55,57,56,55,
BEL,Belgium,MCV1,96,96,96,96,95,99,99,93,92,92,88,82,82,82,82,82,82,80,76,73,85,78,70,87,67,85,75,75,50,90,,,,,50,
BLZ,Belize,MCV1,96,95,99,96,98,98,97,96,96,99,95,97,96,88,94,96,82,84,85,81,83,82,80,69,76,86,71,59,53,85,49,43,43,51,40,21
BEN,Benin,MCV1,78,87,87,72,95,92,95,89,93,89,85,85,83,88,81,85,92,82,82,74,82,78,69,72,60,73,48,30,26,20,23,,,,,
BTN,Bhutan,MCV1,97,97,94,95,95,95,98,99,95,90,93,87,88,78,78,,77,71,84,85,85,81,61,60,89,79,60,64,52,41,43,36,21,20,21,21
BOL,Bolivia (Plurinational State of),MCV1,95,86,83,84,84,79,86,87,83,88,89,90,99,99,99,99,99,77,99,86,83,89,81,80,73,53,47,44,33,17,17,20,13,15,17,13
BIH,Bosnia and Herzegovina,MCV1,83,89,,94,89,92,93,84,96,90,90,88,84,89,92,80,83,84,86,,53,57,48,52,95,,,,,,,,,,,
BWA,Botswana,MCV1,77,93,93,99,99,94,93,95,79,99,99,86,90,79,77,84,74,80,79,82,72,71,59,58,52,55,55,51,48,64,68,71,76,70,70,63
BRA,Brazil,MCV1,96,99,99,99,99,99,99,99,99,99,99,99,99,96,99,99,99,95,99,80,87,77,85,91,85,78,60,62,64,67,67,73,68,66,73,57
BRN,Brunei Darussalam,MCV1,96,97,96,99,91,94,99,99,97,97,98,99,98,99,99,99,94,99,98,,,,99,92,,,,99,99,99,98,90,94,,,73
BGR,Bulgaria,MCV1,92,93,95,94,94,97,96,96,96,96,96,94,96,92,90,89,96,95,93,95,94,93,88,92,98,99,99,99,99,99,99,98,98,90,98,98
BFA,Burkina Faso,MCV1,88,88,82,87,63,63,94,99,94,88,84,78,76,64,69,59,29,45,68,54,55,45,42,41,,,,37,65,64,38,,,,23,
BDI,Burundi,MCV1,93,94,98,93,99,92,91,84,99,92,87,78,81,67,54,61,47,44,52,50,49,42,69,69,74,74,73,55,54,41,32,27,54,40,28,
CPV,Cabo Verde,MCV1,92,93,91,91,96,97,72,77,74,65,65,69,76,85,72,80,61,66,82,66,66,,95,91,90,79,90,78,75,59,54,,,,,
KHM,Cambodia,MCV1,95,94,90,93,93,93,92,89,79,78,79,80,65,52,59,65,63,63,68,72,75,53,36,33,39,34,39,39,53,,,,,,,
CMR,Cameroon,MCV1,79,80,83,82,76,79,74,80,74,73,68,64,61,53,47,49,46,47,43,39,46,38,32,37,35,36,,14,,,,31,25,,16,
CAN,Canada,MCV1,90,,90,98,88,93,92,93,94,93,96,94,95,95,,,,96,96,97,96,97,96,,,,,85,70,,,,,,,
CAF,Central African Republic (the),MCV1,50,59,29,65,80,62,94,61,99,99,65,70,36,39,29,34,38,39,46,46,72,37,,57,62,67,57,40,14,24,23,19,16,16,15,12
TCD,Chad,MCV1,87,79,79,69,79,84,87,54,77,83,70,56,61,55,36,42,49,30,30,31,24,24,19,25,28,,23,17,16,,,,,,,
CHL,Chile,MCV1,96,97,90,90,91,93,93,96,92,91,90,94,96,95,96,97,94,98,96,93,97,96,94,89,99,97,92,95,92,91,92,94,95,96,95,94
CHN,China,MCV1,99,99,99,99,99,99,99,,94,93,86,98,98,98,79,98,85,97,96,97,93,89,94,94,96,98,95,77,63,88,88,74,78,,,
COL,Colombia,MCV1,94,91,92,94,88,89,95,92,95,95,94,92,93,93,88,80,77,78,88,94,82,84,94,74,78,82,64,74,59,45,51,51,43,28,26,13
COM,Comoros (the),MCV1,81,80,82,85,87,72,79,76,65,66,67,76,67,71,70,70,,67,49,43,69,,56,51,40,87,85,40,71,26,18,42,,,,
COG,Congo (the),MCV1,80,80,80,80,90,90,76,79,67,66,56,65,50,37,35,34,23,,18,64,42,,55,54,60,77,60,48,66,86,67,54,59,,49,
COK,Cook Islands,MCV1,99,98,97,97,89,99,78,95,98,99,99,99,99,95,83,76,84,97,88,72,96,72,99,87,94,67,99,92,84,70,76,65,68,,,
CRI,Costa Rica,MCV1,93,95,91,90,83,99,81,89,90,90,89,88,89,94,82,82,88,83,99,84,91,87,89,69,96,90,77,96,93,90,78,76,84,87,79,60
CIV,Côte d'Ivoire,MCV1,82,72,85,85,49,70,67,63,67,73,50,49,47,76,60,62,57,66,68,65,57,47,52,54,57,,40,,85,,,,,,,
HRV,Croatia,MCV1,93,94,94,95,96,99,95,98,96,95,96,96,95,95,94,93,92,91,91,92,92,90,91,90,89,,,,,,,,,,,
CUB,Cuba,MCV1,99,99,99,99,99,99,99,99,99,96,98,99,99,93,99,94,96,99,96,99,99,99,96,99,99,94,98,89,99,80,85,82,94,55,49,48
CYP,Cyprus,MCV1,90,86,86,86,87,87,87,87,87,87,86,86,86,86,,86,,,90,90,83,,,,,,76,74,91,60,,25,19,21,28,29
CZE,Czech Republic (the),MCV1,,99,,,,,,97,98,,97,97,99,,,,97,95,96,97,96,97,98,97,98,,,,,,,,,,,
PRK,Democratic People's Republic of Korea (the),MCV1,98,99,99,99,99,99,98,98,99,96,96,95,95,98,92,92,98,34,37,99,98,99,99,99,98,98,99,96,94,94,93,31,30,29,31,29
COD,Democratic Republic of the Congo (the),MCV1,91,89,88,84,85,87,86,77,79,73,70,64,54,45,37,46,15,20,20,21,27,33,33,,17,37,41,44,41,39,41,30,30,25,29,18
DNK,Denmark,MCV1,91,90,89,90,87,85,84,,89,90,95,96,96,99,94,99,92,91,84,85,88,88,81,85,86,84,80,72,82,,,,,,,
DJI,Djibouti,MCV1,74,71,80,83,84,85,84,73,74,67,65,60,66,62,49,50,23,21,59,47,58,59,42,83,79,85,61,68,22,19,27,20,,15,,
DMA,Dominica,MCV1,96,94,93,99,99,99,99,99,96,99,98,99,99,99,99,99,99,98,99,99,99,99,99,99,98,88,88,90,87,97,93,85,63,43,,
DOM,Dominican Republic (the),MCV1,90,88,83,88,88,88,89,96,96,99,99,94,84,92,98,88,96,95,82,81,96,87,99,75,69,96,43,29,71,71,54,19,24,25,18,30
ECU,Ecuador,MCV1,84,85,97,99,94,99,99,98,99,97,93,99,99,80,99,84,99,89,75,78,73,58,73,63,61,67,56,52,46,49,54,54,34,44,32,24
EGY,Egypt,MCV1,92,93,96,93,96,96,95,92,97,98,98,97,98,97,97,98,96,98,92,92,89,92,89,89,89,87,92,85,76,78,74,47,,69,65,78
SLV,El Salvador,MCV1,95,95,94,93,89,92,91,95,99,98,99,93,90,93,82,97,94,99,98,94,93,80,86,55,54,98,73,63,48,51,71,41,46,43,44,45
GNQ,Equatorial Guinea,MCV1,26,43,41,34,50,51,77,76,37,25,24,33,36,51,52,19,24,,82,61,61,,53,64,,,18,46,,17,11,,,,,
ERI,Eritrea,MCV1,85,90,75,77,95,85,80,80,80,80,80,80,75,65,65,50,55,52,53,38,29,27,23,,,,,,,,,,,,,
EST,Estonia,MCV1,93,93,94,94,94,95,95,95,96,96,96,96,95,95,95,93,92,89,88,86,81,76,74,75,78,82,,,,84,82,73,68,68,70,74
ETH,Ethiopia,MCV1,92,81,78,80,82,81,75,74,65,63,59,56,44,42,40,37,32,46,33,34,38,28,21,12,17,38,23,15,13,10,12,8,7,7,3,4
FJI,Fiji,MCV1,95,91,96,90,82,73,72,94,81,99,70,62,91,88,90,,,75,75,94,94,67,96,,93,72,65,69,64,61,57,22,25,2,40,32
FIN,Finland,MCV1,95,,97,97,97,,99,97,98,97,97,97,97,96,96,96,96,96,96,98,98,99,99,99,97,97,95,98,,87,,,81,,70,
FRA,France,MCV1,,90,89,90,89,99,,99,99,99,99,99,99,86,85,84,83,82,83,84,83,80,78,76,74,71,58,51,45,39,35,,15,,,
GAB,Gabon,MCV1,68,61,70,71,72,62,63,67,62,44,30,37,37,30,24,27,30,38,32,57,57,52,65,66,71,76,73,68,67,58,58,,,,,
GMB,Gambia (the),MCV1,97,96,94,95,91,89,88,87,85,95,95,95,95,95,62,92,88,92,91,94,91,89,87,83,87,86,85,80,88,62,75,79,70,71,70,69
GEO,Georgia,MCV1,96,92,97,93,91,94,83,97,97,96,90,86,76,99,99,97,97,90,95,88,61,63,61,16,81,99,,,,,,,,,,
DEU,Germany,MCV1,97,97,97,97,96,96,96,95,95,94,93,92,92,91,91,92,90,89,75,75,75,75,75,75,70,50,,47,50,50,25,,,,35,
GHA,Ghana,MCV1,89,92,89,89,91,93,93,86,95,85,83,83,80,99,75,84,73,67,59,53,54,49,50,43,40,52,44,59,28,31,,,1,21,23,16
GRC,Greece,MCV1,97,97,99,99,99,,99,99,99,,,,,,,,88,,90,90,70,70,72,72,72,76,76,82,81,39,77,75,,,,
GRD,Grenada,MCV1,99,94,99,94,99,97,99,99,98,98,99,75,99,96,99,92,94,97,92,85,88,87,99,73,96,85,89,48,77,62,49,31,7,5,,
GTM,Guatemala,MCV1,99,67,93,93,89,93,92,96,86,95,93,95,94,92,91,86,83,79,74,69,83,66,71,59,49,68,60,55,24,55,23,24,9,12,8,23
GIN,Guinea,MCV1,60,62,90,99,90,90,87,90,94,90,82,73,75,61,59,59,61,58,56,49,69,69,,56,39,25,17,,,9,,,,,,
GNB,Guinea-Bissau,MCV1,90,81,89,90,78,78,79,64,80,60,80,80,61,47,48,,19,,51,49,45,68,52,61,52,53,46,51,60,,35,,,,,
GUY,Guyana,MCV1,99,99,99,99,98,95,97,95,96,90,92,88,89,93,92,86,87,93,82,91,77,83,92,73,76,73,69,55,52,42,40,56,51,68,,
HTI,Haiti,MCV1,64,64,80,69,58,90,60,,54,66,59,57,53,34,53,80,85,42,30,,32,24,24,24,,31,31,59,23,26,21,8,,3,,
HND,Honduras,MCV1,98,88,89,93,99,99,99,95,96,97,96,92,95,97,99,98,98,98,89,91,89,93,94,89,86,90,94,76,56,60,53,44,49,48,34,31
HUN,Hungary,MCV1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
ISL,Iceland,MCV1,93,90,91,90,94,93,92,96,95,95,90,93,93,,88,91,,,99,99,99,98,99,99,99,99,99,99,,95,,96,81,,,
IND,India,MCV1,87,,83,83,84,82,78,72,70,69,68,64,60,56,57,56,56,66,81,83,83,87,89,86,85,91,83,79,90,68,1,,,,,
IDN,Indonesia,MCV1,87,95,89,84,89,89,82,83,88,88,91,78,90,44,76,73,88,91,93,92,82,92,89,90,89,85,68,64,57,45,26,13,6,,,
IRN,Iran (Islamic Republic of),MCV1,99,99,98,98,99,99,99,98,97,99,94,96,99,99,96,99,99,99,95,99,95,97,96,96,84,85,79,83,55,55,62,38,38,55,48,39
IRQ,Iraq,MCV1,71,71,77,83,91,89,97,91,80,78,85,93,68,80,80,93,94,79,98,97,95,88,87,95,68,83,95,78,66,75,,,,,33,35
IRL,Ireland,MCV1,93,93,92,92,92,90,90,89,87,86,84,81,78,73,73,79,77,77,,,,,,,,,78,68,,,63,10,10,,,
ISR,Israel,MCV1,,,98,96,97,96,97,98,97,96,94,97,96,98,96,97,97,97,97,96,93,92,92,94,94,91,88,86,88,88,85,85,85,88,83,81
