code,name,vaccine,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
CHE,Switzerland,DTP3,97,96,96,96,96,95,95,95,94,94,94,93,93,93,93,93,93,88,89,89,89,89,89,89,89,90,90,90,,90,,,,,,
SYR,Syrian Arab Republic (the),DTP3,60,62,60,64,91,99,99,98,99,99,99,99,99,99,95,97,97,97,95,96,92,89,90,89,89,91,94,59,42,86,29,25,21,15,14,13
TJK,Tajikistan,DTP3,96,97,96,94,96,93,93,86,86,96,95,96,96,97,97,96,96,93,95,89,94,95,78,86,81,86,88,88,87,89,82,,,,,
THA,Thailand,DTP3,99,99,99,99,99,99,99,99,98,98,98,98,98,97,96,97,97,,95,96,94,71,79,85,86,85,74,70,75,47,47,44,53,25,52,49
MKD,The former Yugoslav Republic of Macedonia,DTP3,91,95,98,95,96,95,96,95,95,93,97,94,96,96,91,95,95,94,97,93,95,88,90,85,93,,,,,,,,,,,
TLS,Timor-Leste,DTP3,90,77,82,83,67,72,72,79,70,63,55,57,70,57,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,DTP3,88,87,84,84,92,92,89,89,88,87,82,71,72,59,43,50,48,36,40,27,47,71,75,76,82,77,65,66,54,,,,,,,
TON,Tonga,DTP3,99,99,99,95,99,99,99,99,99,99,99,99,98,90,94,95,94,97,96,99,95,89,96,99,88,94,,92,99,75,92,51,63,52,37,40
TTO,Trinidad and Tobago,DTP3,96,92,92,92,90,90,90,90,88,92,95,94,91,96,91,90,90,91,90,89,89,85,81,87,82,82,77,82,79,70,75,65,60,54,62,26
TUN,Tunisia,DTP3,98,98,98,97,98,98,99,99,98,99,98,97,95,96,98,97,99,96,96,91,92,91,99,99,93,91,92,91,75,72,70,61,62,52,36,36
TUR,Turkey,DTP3,97,96,98,97,97,97,96,96,96,90,90,85,68,78,88,85,79,81,79,84,66,81,76,78,81,74,74,68,71,45,,,56,58,64,42
TKM,Turkmenistan,DTP3,99,98,98,97,97,96,97,96,98,98,99,97,83,98,95,97,98,99,98,97,93,90,73,84,81,79,,,,,,,,,,
TUV,Tuvalu,DTP3,96,89,90,97,96,89,88,99,97,97,93,98,93,98,96,82,83,94,77,97,87,99,80,70,74,99,85,89,59,73,52,37,79,72,49,36
UGA,Uganda,DTP3,89,99,97,78,82,80,83,79,85,80,84,87,81,72,61,58,60,56,61,72,74,79,73,71,77,77,60,40,39,21,14,,14,,9,
UKR,Ukraine,DTP3,23,,,76,50,52,,90,98,98,96,99,97,99,99,99,99,98,99,99,98,97,93,88,85,79,79,78,,42,,,43,45,53,
ARE,United Arab Emirates (the),DTP3,99,99,99,99,,94,,92,92,92,94,94,94,94,94,94,94,94,92,90,90,90,90,86,85,,89,73,63,65,58,59,50,43,45,11
GBR,United Kingdom of Great Britain and Northern Ireland (the),DTP3,96,95,95,95,95,94,93,92,92,92,91,92,91,91,91,91,92,91,92,96,93,94,94,94,92,85,78,73,70,67,,60,57,49,44,
TZA,United Republic of Tanzania,DTP3,98,97,91,92,92,91,85,86,83,90,90,95,95,89,87,79,76,79,79,82,81,84,83,83,81,78,77,85,79,74,67,58,52,50,55,59
USA,United States of America (the),DTP3,95,95,94,94,96,95,95,96,96,96,96,96,96,94,94,94,96,96,96,95,95,94,88,83,69,,,97,97,97,96,97,97,96,96,96
URY,Uruguay,DTP3,95,95,95,95,95,95,95,94,94,95,96,94,91,95,94,90,93,91,91,91,91,91,92,93,96,97,88,82,85,68,63,62,73,67,57,53
UZB,Uzbekistan,DTP3,99,99,99,99,99,99,98,98,96,96,99,99,98,99,99,99,99,99,96,95,87,67,45,90,90,79,,,,,,,,,,
VUT,Vanuatu,DTP3,80,86,75,95,92,93,82,,76,85,66,,49,,93,90,90,93,72,67,73,74,86,77,83,76,61,58,56,31,30,28,27,22,,
VEN,Venezuela (Bolivarian Republic of),DTP3,87,78,82,81,78,78,84,50,62,71,87,86,68,65,70,77,76,39,60,57,68,63,67,67,64,63,57,56,57,58,49,33,58,53,54,56
VNM,Viet Nam,DTP3,97,95,59,97,95,93,96,93,92,94,95,96,99,75,96,96,93,94,95,94,93,94,91,88,88,88,88,70,50,43,42,5,4,,,
YEM,Yemen,DTP3,84,88,88,82,81,87,86,87,87,85,85,78,66,69,76,76,72,68,51,57,53,47,54,51,62,89,56,36,18,13,12,7,5,4,3,1
ZMB,Zambia,DTP3,90,86,79,78,81,84,98,95,92,97,91,94,91,88,,76,92,,70,83,82,86,67,61,91,71,58,63,65,66,,58,83,,,
ZWE,Zimbabwe,DTP3,96,91,95,95,93,89,73,75,85,90,90,85,80,75,75,77,81,70,78,80,83,80,73,79,89,78,83,81,84,75,72,60,30,,39,
AFG,Afghanistan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,Andorra,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,rotac,65,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,Antigua and Barbuda,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,rotac,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,rotac,93,91,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,Australia,rotac,85,84,84,84,85,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,Austria,rotac,,,,,,,61,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,Bahamas (the),rotac,10,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,Bahrain,rotac,97,97,97,96,96,59,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,Barbados,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,rotac,88,86,86,86,,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,Bhutan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),rotac,89,85,77,76,80,76,65,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,Bosnia and Herzegovina,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,rotac,70,82,78,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,rotac,94,92,93,86,87,83,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,rotac,91,91,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,rotac,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,Cabo Verde,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cambodia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,Cameroon,rotac,73,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,Central African Republic (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,China,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,rotac,91,89,87,87,78,74,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,Comoros (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,Congo (the),rotac,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COK,Cook Islands,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,Côte d'Ivoire,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,Croatia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,Cuba,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,Cyprus,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czech Republic (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,Democratic People's Republic of Korea (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,Democratic Republic of the Congo (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,Djibouti,rotac,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,Dominica,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic (the),rotac,83,86,69,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,Ecuador,rotac,78,81,83,99,99,99,97,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,El Salvador,rotac,93,96,92,93,90,90,62,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNQ,Equatorial Guinea,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,Eritrea,rotac,96,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,rotac,66,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,rotac,93,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Fiji,rotac,94,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,rotac,91,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,Gambia (the),rotac,97,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,rotac,72,69,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Germany,rotac,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,rotac,88,98,87,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,rotac,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,Grenada,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,Guatemala,rotac,79,54,88,81,71,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,Guinea-Bissau,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,Guyana,rotac,96,95,94,91,77,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,Haiti,rotac,55,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,Honduras,rotac,99,85,87,87,99,98,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,Iran (Islamic Republic of),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,Iraq,rotac,34,51,52,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,rotac,,,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,Jamaica,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,Jordan,rotac,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,Kenya,rotac,66,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,rotac,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,Kyrgyzstan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,Lao People's Democratic Republic (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,Latvia,rotac,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,Lebanon,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,Lesotho,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Libya,rotac,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,Luxembourg,rotac,89,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,rotac,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,Malawi,rotac,84,60,81,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,Malaysia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,Mali,rotac,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,Malta,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands (the),rotac,90,44,45,60,,25,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,Mauritania,rotac,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Mauritius,rotac,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,rotac,81,85,81,99,98,90,93,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia (Federated States of),rotac,46,45,33,45,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,rotac,90,90,90,88,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,rotac,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,Myanmar,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,rotac,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRU,Nauru,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Nepal,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,Netherlands (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,New Zealand,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,rotac,99,99,99,99,98,98,94,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,Niger (the),rotac,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,Nigeria,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,Niue,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,Norway,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,Oman,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,Pakistan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,Palau,rotac,97,99,99,89,89,76,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,Panama,rotac,87,87,87,92,95,89,78,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,Papua New Guinea,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,Paraguay,rotac,79,72,70,71,72,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,Peru,rotac,87,86,86,91,84,75,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines (the),rotac,82,12,97,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,Poland,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,Portugal,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,Qatar,rotac,82,90,97,90,93,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,Republic of Korea (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova (the),rotac,62,69,65,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,Romania,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,Russian Federation (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,Rwanda,rotac,99,98,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,Saint Lucia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,Saint Vincent and the Grenadines,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,San Marino,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,rotac,95,94,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,Senegal,rotac,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,rotac,85,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,Singapore,rotac,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,Slovakia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,Slovenia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,rotac,95,94,89,89,85,60,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,Sudan (the),rotac,84,86,80,75,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,Swaziland,rotac,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,Sweden,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syrian Arab Republic (the),rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,Tajikistan,rotac,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,The former Yugoslav Republic of Macedonia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,rotac,85,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,Tonga,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,Tunisia,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,Turkey,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,Turkmenistan,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,Tuvalu,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,Uganda,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,Ukraine,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates (the),rotac,99,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom of Great Britain and Northern Ireland (the),rotac,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,United Republic of Tanzania,rotac,98,97,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States of America (the),rotac,72,72,73,69,67,58,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,Uruguay,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,Uzbekistan,rotac,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,Vanuatu,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela (Bolivarian Republic of),rotac,84,76,77,76,66,49,54,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,rotac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,Yemen,rotac,67,72,71,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,Zambia,rotac,82,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,Zimbabwe,rotac,96,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
